Matter Case ID #,State,County of Residence,FIPS
25-0000773,CA,Orange,6059
25-0000774,CA,San Bernardino,6071
25-0000775,CA,Los Angeles,6037
25-0000776,CA,Los Angeles,6037
25-0000777,CA,Los Angeles,6037
25-0000778,CA,Los Angeles,6037
25-0000779,CA,San Benito,6069
25-0000780,CA,Orange,6059
25-0000781,CA,San Diego,6073
25-0000782,CA,Orange,6059
25-0000783,CA,Los Angeles,6037
25-0000784,CA,Los Angeles,6037
25-0000785,CA,San Bernardino,6071
25-0000786,CA,Fresno,6019
25-0000787,CA,Orange,6059
25-0000788,CA,Los Angeles,6037
25-0000789,CA,Los Angeles,6037
25-0000790,CA,Placer,6061
25-0000791,CA,Orange,6059
25-0000792,CA,San Bernardino,6071
25-0000793,CA,Santa Clara,6085
25-0000794,CA,San Joaquin,6077
25-0000795,CA,Los Angeles,6037
25-0000796,CA,Alameda,6001
25-0000797,CA,Los Angeles,6037
25-0000798,CA,Santa Barbara,6083
25-0000799,CA,Los Angeles,6037
25-0000800,CA,San Bernardino,6071
25-0000801,CA,Shasta,6089
25-0000802,CA,Los Angeles,6037
25-0000803,CA,Orange,6059
25-0000804,CA,Riverside,6065
25-0000805,CA,Kern,6029
25-0000806,CA,Los Angeles,6037
25-0000807,CA,Los Angeles,6037
25-0000808,CA,Yolo,6113
25-0000809,CA,Los Angeles,6037
25-0000810,CA,Los Angeles,6037
25-0000811,CA,Los Angeles,6037
25-0000812,CA,San Joaquin,6077
25-0000813,CA,Tulare,6107
25-0000814,CA,Sacramento,6067
25-0000815,CA,Stanislaus,6099
25-0000816,CA,Shasta,6089
25-0000817,CA,Alameda,6001
25-0000818,CA,Riverside,6065
25-0000819,CA,Los Angeles,6037
25-0000820,CA,San Mateo,6081
25-0000821,CA,San Bernardino,6071
25-0000822,CA,Los Angeles,6037
25-0000823,CA,San Bernardino,6071
25-0000824,CA,Tulare,6107
25-0000825,CA,Orange,6059
25-0000826,CA,Los Angeles,6037
25-0000827,CA,Orange,6059
25-0000828,CA,San Diego,6073
25-0000829,CA,Orange,6059
25-0000830,CA,Los Angeles,6037
25-0000831,CA,Orange,6059
25-0000832,CA,Riverside,6065
25-0000833,CA,Orange,6059
25-0000834,CA,Alameda,6001
25-0000835,CA,Los Angeles,6037
25-0000836,CA,Santa Barbara,6083
25-0000837,CA,Los Angeles,6037
25-0000838,CA,San Francisco,6075
25-0000839,CA,San Diego,6073
25-0000840,CA,Los Angeles,6037
25-0000841,CA,San Bernardino,6071
25-0000842,CA,San Bernardino,6071
25-0000843,CA,Butte,6007
25-0000844,CA,Orange,6059
25-0000845,CA,Los Angeles,6037
25-0000846,CA,Los Angeles,6037
25-0000847,CA,Orange,6059
25-0000848,CA,Fresno,6019
25-0000849,CA,Los Angeles,6037
25-0000850,CA,Los Angeles,6037
25-0000851,CA,Los Angeles,6037
25-0000852,CA,Kern,6029
25-0000853,CA,Los Angeles,6037
25-0000854,CA,Santa Clara,6085
25-0000855,CA,Los Angeles,6037
25-0000856,CA,Orange,6059
25-0000857,CA,San Bernardino,6071
25-0000858,CA,Humboldt,6023
25-0000859,CA,Riverside,6065
25-0000860,CA,Riverside,6065
25-0000861,CA,Los Angeles,6037
25-0000862,CA,Sacramento,6067
25-0000863,CA,Los Angeles,6037
25-0000864,CA,Fresno,6019
25-0000865,CA,Los Angeles,6037
25-0000866,CA,Sacramento,6067
25-0000867,CA,Los Angeles,6037
25-0000868,CA,Los Angeles,6037
25-0000869,CA,Alameda,6001
25-0000870,CA,Los Angeles,6037
25-0000871,CA,Stanislaus,6099
25-0000872,CA,Los Angeles,6037
25-0000873,CA,San Bernardino,6071
25-0000874,CA,Los Angeles,6037
25-0000875,CA,Orange,6059
25-0000876,CA,Sacramento,6067
25-0000877,CA,Ventura,6111
25-0000878,CA,Los Angeles,6037
25-0000879,CA,Riverside,6065
25-0000880,CA,San Bernardino,6071
25-0000881,CA,Sonoma,6097
25-0000882,CA,Riverside,6065
25-0000883,CA,Orange,6059
25-0000884,CA,Fresno,6019
25-0000885,CA,Los Angeles,6037
25-0000886,CA,Kern,6029
25-0000887,CA,Los Angeles,6037
25-0000888,CA,Los Angeles,6037
25-0000889,CA,Yolo,6113
25-0000890,CA,Kern,6029
25-0000891,CA,Los Angeles,6037
25-0000892,CA,San Bernardino,6071
25-0000893,CA,Contra Costa,6013
25-0000894,CA,Los Angeles,6037
25-0000895,CA,Monterey,6053
25-0000896,CA,Orange,6059
25-0000897,CA,Los Angeles,6037
25-0000898,CA,Kings,6031
25-0000899,CA,Los Angeles,6037
25-0000900,CA,Riverside,6065
25-0000901,CA,Riverside,6065
25-0000902,CA,Kern,6029
25-0000903,CA,San Bernardino,6071
25-0000904,CA,Riverside,6065
25-0000905,CA,San Bernardino,6071
25-0000906,CA,Los Angeles,6037
25-0000907,CA,Placer,6061
25-0000908,CA,Los Angeles,6037
25-0000909,CA,Shasta,6089
25-0000910,CA,Los Angeles,6037
25-0000911,CA,Shasta,6089
25-0000912,CA,Los Angeles,6037
25-0000913,CA,San Bernardino,6071
25-0000914,CA,Merced,6047
25-0000915,CA,Los Angeles,6037
25-0000916,CA,Los Angeles,6037
25-0000917,CA,Los Angeles,6037
25-0000918,CA,Orange,6059
25-0000919,CA,Fresno,6019
25-0000920,CA,Riverside,6065
25-0000921,CA,Los Angeles,6037
25-0000922,CA,San Mateo,6081
25-0000923,CA,San Bernardino,6071
25-0000924,CA,Los Angeles,6037
25-0000925,CA,Los Angeles,6037
25-0000926,CA,Riverside,6065
25-0000927,CA,Sonoma,6097
25-0000928,CA,Ventura,6111
25-0000929,CA,Los Angeles,6037
25-0000930,CA,Los Angeles,6037
25-0000931,CA,Los Angeles,6037
25-0000932,CA,Riverside,6065
25-0000933,CA,Sacramento,6067
25-0000934,CA,Fresno,6019
25-0000935,CA,Los Angeles,6037
25-0000936,CA,Orange,6059
25-0000937,CA,Tulare,6107
25-0000938,CA,Los Angeles,6037
25-0000939,CA,Los Angeles,6037
25-0000940,CA,Solano,6095
25-0000941,CA,Riverside,6065
25-0000942,CA,Riverside,6065
25-0000943,CA,Los Angeles,6037
25-0000944,CA,Los Angeles,6037
25-0000945,CA,Los Angeles,6037
25-0000946,CA,San Bernardino,6071
25-0000947,CA,Imperial,6025
25-0000948,CA,Los Angeles,6037
25-0000949,CA,Los Angeles,6037
25-0000950,CA,Madera,6039
25-0000951,CA,Tehama,6103
25-0000952,CA,San Bernardino,6071
25-0000953,CA,Los Angeles,6037
25-0000954,CA,San Diego,6073
25-0000955,CA,Los Angeles,6037
25-0000956,CA,Los Angeles,6037
25-0000957,CA,Los Angeles,6037
25-0000958,CA,Sacramento,6067
25-0000959,CA,Los Angeles,6037
25-0000960,CA,Riverside,6065
25-0000961,CA,San Diego,6073
25-0000962,CA,Sacramento,6067
25-0000963,CA,Orange,6059
25-0000964,CA,Stanislaus,6099
25-0000965,CA,Del Norte,6015
25-0000966,CA,Los Angeles,6037
25-0000967,CA,Los Angeles,6037
25-0000968,CA,Merced,6047
25-0000969,CA,San Joaquin,6077
25-0000970,CA,Butte,6007
25-0000971,CA,Los Angeles,6037
25-0000972,CA,San Diego,6073
25-0000973,CA,Orange,6059
25-0000974,CA,Los Angeles,6037
25-0000975,CA,Santa Clara,6085
25-0000976,CA,Los Angeles,6037
25-0000977,CA,San Joaquin,6077
25-0000978,CA,Los Angeles,6037
25-0000979,CA,Fresno,6019
25-0000980,CA,Ventura,6111
25-0000981,CA,San Bernardino,6071
25-0000982,CA,Los Angeles,6037
25-0000983,CA,Alameda,6001
25-0000984,CA,Orange,6059
25-0000985,CA,Los Angeles,6037
25-0000986,CA,Los Angeles,6037
25-0000987,CA,Santa Clara,6085
25-0000988,CA,Tulare,6107
25-0000989,CA,Santa Clara,6085
25-0000990,CA,Orange,6059
25-0000991,CA,Alameda,6001
25-0000992,CA,Los Angeles,6037
25-0000993,CA,Los Angeles,6037
25-0000994,CA,Los Angeles,6037
25-0000995,CA,Sacramento,6067
25-0000996,CA,San Bernardino,6071
25-0000997,CA,Riverside,6065
25-0000998,CA,Alameda,6001
25-0000999,CA,Alameda,6001
25-0001000,CA,Los Angeles,6037
25-0001001,CA,Los Angeles,6037
25-0001002,CA,Fresno,6019
25-0001003,CA,San Diego,6073
25-0001004,CA,Los Angeles,6037
25-0001005,CA,Los Angeles,6037
25-0001006,CA,Orange,6059
25-0001007,CA,Sacramento,6067
25-0001008,CA,Los Angeles,6037
25-0001009,CA,Riverside,6065
25-0001010,CA,Los Angeles,6037
25-0001011,CA,San Luis Obispo,6079
25-0001012,CA,Los Angeles,6037
25-0001013,CA,Sacramento,6067
25-0001014,CA,Los Angeles,6037
25-0001015,CA,Riverside,6065
25-0001016,CA,Los Angeles,6037
25-0001017,CA,Los Angeles,6037
25-0001018,CA,Riverside,6065
25-0001019,CA,San Diego,6073
25-0001020,CA,Orange,6059
25-0001021,CA,San Joaquin,6077
25-0001022,CA,Napa,6055
25-0001023,CA,Los Angeles,6037
25-0001024,CA,Sonoma,6097
25-0001025,CA,Alameda,6001
25-0001026,CA,Los Angeles,6037
25-0001027,CA,Los Angeles,6037
25-0001028,CA,Los Angeles,6037
25-0001029,CA,Orange,6059
25-0001030,CA,San Bernardino,6071
25-0001031,CA,Los Angeles,6037
25-0001032,CA,Los Angeles,6037
25-0001033,CA,Los Angeles,6037
25-0001034,CA,Los Angeles,6037
25-0001035,CA,Los Angeles,6037
25-0001036,CA,San Diego,6073
25-0001037,CA,Los Angeles,6037
25-0001038,CA,Orange,6059
25-0001039,CA,Riverside,6065
25-0001040,CA,Los Angeles,6037
25-0001041,CA,Los Angeles,6037
25-0001042,CA,Riverside,6065
25-0001043,CA,Los Angeles,6037
25-0001044,CA,Los Angeles,6037
25-0001045,CA,Kings,6031
25-0001046,CA,Los Angeles,6037
25-0001047,CA,Los Angeles,6037
25-0001048,CA,San Bernardino,6071
25-0001049,CA,San Bernardino,6071
25-0001050,CA,Los Angeles,6037
25-0001051,CA,Ventura,6111
25-0001052,CA,Santa Clara,6085
25-0001053,CA,Riverside,6065
25-0001054,CA,Los Angeles,6037
25-0001055,CA,Los Angeles,6037
25-0001056,CA,Fresno,6019
25-0001057,CA,Riverside,6065
25-0001058,CA,Los Angeles,6037
25-0001059,CA,Los Angeles,6037
25-0001060,CA,Los Angeles,6037
25-0001061,CA,Santa Cruz,6087
25-0001062,CA,Los Angeles,6037
25-0001063,CA,Los Angeles,6037
25-0001064,CA,San Diego,6073
25-0001065,CA,Stanislaus,6099
25-0001066,CA,Contra Costa,6013
25-0001067,CA,Imperial,6025
25-0001068,CA,Riverside,6065
25-0001069,CA,San Bernardino,6071
25-0001070,CA,Tulare,6107
25-0001071,CA,Orange,6059
25-0001072,CA,Riverside,6065
25-0001073,CA,Los Angeles,6037
25-0001074,CA,Los Angeles,6037
25-0001075,CA,Riverside,6065
25-0001076,CA,Tehama,6103
25-0001077,CA,Orange,6059
25-0001078,CA,San Bernardino,6071
25-0001079,CA,Fresno,6019
25-0001080,CA,Santa Cruz,6087
25-0001081,CA,Los Angeles,6037
25-0001082,CA,San Diego,6073
25-0001083,CA,Orange,6059
25-0001084,CA,Kern,6029
25-0001085,CA,Kern,6029
25-0001086,CA,Sacramento,6067
25-0001087,CA,Stanislaus,6099
25-0001088,CA,Imperial,6025
25-0001089,CA,Los Angeles,6037
25-0001090,CA,Alameda,6001
25-0001091,CA,Tulare,6107
25-0001092,CA,Los Angeles,6037
25-0001093,CA,Los Angeles,6037
25-0001094,CA,Sacramento,6067
25-0001095,CA,Los Angeles,6037
25-0001096,CA,Santa Clara,6085
25-0001097,CA,Los Angeles,6037
25-0001098,CA,Los Angeles,6037
25-0001099,CA,Los Angeles,6037
25-0001100,CA,Riverside,6065
25-0001101,CA,Riverside,6065
25-0001102,CA,Stanislaus,6099
25-0001103,CA,Los Angeles,6037
25-0001104,CA,Riverside,6065
25-0001105,CA,Alameda,6001
25-0001106,CA,Los Angeles,6037
25-0001107,CA,Tulare,6107
25-0001108,CA,Los Angeles,6037
25-0001109,CA,Los Angeles,6037
25-0001110,CA,Siskiyou,6093
25-0001111,CA,Stanislaus,6099
25-0001112,CA,Riverside,6065
25-0001113,CA,Los Angeles,6037
25-0001114,CA,Riverside,6065
25-0001115,CA,Los Angeles,6037
25-0001116,CA,Los Angeles,6037
25-0001117,CA,Los Angeles,6037
25-0001118,CA,Los Angeles,6037
25-0001119,CA,Alameda,6001
25-0001120,CA,Orange,6059
25-0001121,CA,Los Angeles,6037
25-0001122,CA,Los Angeles,6037
25-0001123,CA,Los Angeles,6037
25-0001124,CA,Los Angeles,6037
25-0001125,CA,Kern,6029
25-0001126,CA,Santa Cruz,6087
25-0001127,CA,Los Angeles,6037
25-0001128,CA,Riverside,6065
25-0001129,CA,Kern,6029
25-0001130,CA,San Bernardino,6071
25-0001131,CA,Stanislaus,6099
25-0001132,CA,Riverside,6065
25-0001133,CA,Los Angeles,6037
25-0001134,CA,San Bernardino,6071
25-0001135,CA,San Bernardino,6071
25-0001136,CA,Fresno,6019
25-0001137,CA,Sacramento,6067
25-0001138,CA,San Bernardino,6071
25-0001139,CA,Los Angeles,6037
25-0001140,CA,Riverside,6065
25-0001141,CA,Riverside,6065
25-0001142,CA,Fresno,6019
25-0001143,CA,Los Angeles,6037
25-0001144,CA,San Bernardino,6071
25-0001145,CA,Santa Barbara,6083
25-0001146,CA,Fresno,6019
25-0001147,CA,Fresno,6019
25-0001148,CA,Los Angeles,6037
25-0001149,CA,Los Angeles,6037
25-0001150,CA,Los Angeles,6037
25-0001151,CA,Sacramento,6067
25-0001152,CA,Calaveras,6009
25-0001153,CA,San Bernardino,6071
25-0001154,CA,Riverside,6065
25-0001155,CA,Orange,6059
25-0001156,CA,Kern,6029
25-0001157,CA,Orange,6059
25-0001158,CA,Los Angeles,6037
25-0001159,CA,Ventura,6111
25-0001160,CA,Los Angeles,6037
25-0001161,CA,San Mateo,6081
25-0001162,CA,San Diego,6073
25-0001163,CA,Los Angeles,6037
25-0001164,CA,Orange,6059
25-0001165,CA,Los Angeles,6037
25-0001166,CA,Madera,6039
25-0001167,CA,Los Angeles,6037
25-0001168,CA,Los Angeles,6037
25-0001169,CA,Los Angeles,6037
25-0001170,CA,Stanislaus,6099
25-0001171,CA,Los Angeles,6037
25-0001172,CA,San Bernardino,6071
25-0001173,CA,Riverside,6065
25-0001174,CA,Shasta,6089
25-0001175,CA,Contra Costa,6013
25-0001176,CA,Los Angeles,6037
25-0001177,CA,Riverside,6065
25-0001178,CA,San Bernardino,6071
25-0001179,CA,Kern,6029
25-0001180,CA,Riverside,6065
25-0001181,CA,Los Angeles,6037
25-0001182,CA,Sacramento,6067
25-0001183,CA,Los Angeles,6037
25-0001184,CA,Riverside,6065
25-0001185,CA,Los Angeles,6037
25-0001186,CA,San Diego,6073
25-0001187,CA,Los Angeles,6037
25-0001188,CA,Los Angeles,6037
25-0001189,CA,Los Angeles,6037
25-0001190,CA,Los Angeles,6037
25-0001191,CA,Los Angeles,6037
25-0001192,CA,San Bernardino,6071
25-0001193,CA,Los Angeles,6037
25-0001194,CA,San Diego,6073
25-0001195,CA,San Francisco,6075
25-0001196,CA,San Diego,6073
25-0001197,CA,Los Angeles,6037
25-0001198,CA,Los Angeles,6037
25-0001199,CA,San Joaquin,6077
25-0001200,CA,Los Angeles,6037
25-0001201,CA,San Bernardino,6071
25-0001202,CA,Orange,6059
25-0001203,CA,Los Angeles,6037
25-0001204,CA,Los Angeles,6037
25-0001205,CA,Imperial,6025
25-0001206,CA,Santa Barbara,6083
25-0001207,CA,San Mateo,6081
25-0001208,CA,Los Angeles,6037
25-0001209,CA,Los Angeles,6037
25-0001210,CA,Los Angeles,6037
25-0001211,CA,San Francisco,6075
25-0001212,CA,Riverside,6065
25-0001213,CA,San Bernardino,6071
25-0001214,CA,Solano,6095
25-0001215,CA,Riverside,6065
25-0001216,CA,Los Angeles,6037
25-0001217,CA,Los Angeles,6037
25-0001218,CA,Los Angeles,6037
25-0001219,CA,Los Angeles,6037
25-0001220,CA,San Bernardino,6071
25-0001221,CA,Los Angeles,6037
25-0001222,CA,Los Angeles,6037
25-0001223,CA,Los Angeles,6037
25-0001224,CA,Yolo,6113
25-0001225,CA,San Mateo,6081
25-0001226,CA,San Bernardino,6071
25-0001227,CA,Los Angeles,6037
25-0001228,CA,Los Angeles,6037
25-0001229,CA,Los Angeles,6037
25-0001230,CA,Riverside,6065
25-0001231,CA,Orange,6059
25-0001232,CA,Los Angeles,6037
25-0001233,CA,Los Angeles,6037
25-0001234,CA,Santa Cruz,6087
25-0001235,CA,Fresno,6019
25-0001236,CA,Los Angeles,6037
25-0001237,CA,Riverside,6065
25-0001238,CA,Riverside,6065
25-0001239,CA,San Mateo,6081
25-0001240,CA,Santa Clara,6085
25-0001241,CA,San Bernardino,6071
25-0001242,CA,Los Angeles,6037
25-0001243,CA,Los Angeles,6037
25-0001244,CA,Los Angeles,6037
25-0001245,CA,Los Angeles,6037
25-0001246,CA,Sacramento,6067
25-0001247,CA,Los Angeles,6037
25-0001248,CA,Los Angeles,6037
25-0001249,CA,Los Angeles,6037
25-0001250,CA,Los Angeles,6037
25-0001251,CA,Kern,6029
25-0001252,CA,Los Angeles,6037
25-0001253,CA,Los Angeles,6037
25-0001254,CA,San Bernardino,6071
25-0001255,CA,San Bernardino,6071
25-0001256,CA,Orange,6059
25-0001257,CA,Riverside,6065
25-0001258,CA,Los Angeles,6037
25-0001259,CA,Orange,6059
25-0001260,CA,San Joaquin,6077
25-0001261,CA,Alameda,6001
25-0001262,CA,Shasta,6089
25-0001263,CA,Orange,6059
25-0001264,CA,Kern,6029
25-0001265,CA,Los Angeles,6037
25-0001266,CA,Los Angeles,6037
25-0001267,CA,Kern,6029
25-0001268,CA,Los Angeles,6037
25-0001269,CA,Riverside,6065
25-0001270,CA,Los Angeles,6037
25-0001271,CA,Contra Costa,6013
25-0001272,CA,Butte,6007
25-0001273,CA,Los Angeles,6037
25-0001274,CA,Los Angeles,6037
25-0001275,CA,Santa Clara,6085
25-0001276,CA,Kern,6029
25-0001277,CA,Santa Cruz,6087
25-0001278,CA,San Bernardino,6071
25-0001279,CA,Los Angeles,6037
25-0001280,CA,Kings,6031
25-0001281,CA,Los Angeles,6037
25-0001282,CA,Los Angeles,6037
25-0001283,CA,Riverside,6065
25-0001284,CA,Ventura,6111
25-0001285,CA,Los Angeles,6037
25-0001286,CA,Los Angeles,6037
25-0001287,CA,Riverside,6065
25-0001288,CA,Los Angeles,6037
25-0001289,CA,Kern,6029
25-0001290,CA,Riverside,6065
25-0001291,CA,Los Angeles,6037
25-0001292,CA,Los Angeles,6037
25-0001293,CA,Orange,6059
25-0001294,CA,Tulare,6107
25-0001295,CA,Los Angeles,6037
25-0001296,CA,San Joaquin,6077
25-0001297,CA,Los Angeles,6037
25-0001298,CA,Los Angeles,6037
25-0001299,CA,Los Angeles,6037
25-0001300,CA,Orange,6059
25-0001301,CA,Los Angeles,6037
25-0001302,CA,Los Angeles,6037
25-0001303,CA,Los Angeles,6037
25-0001304,CA,Los Angeles,6037
25-0001305,CA,Kern,6029
25-0001306,CA,Los Angeles,6037
25-0001307,CA,Orange,6059
25-0001308,CA,Los Angeles,6037
25-0001309,CA,Los Angeles,6037
25-0001310,CA,Mendocino,6045
25-0001311,CA,Los Angeles,6037
25-0001312,CA,Los Angeles,6037
25-0001313,CA,Los Angeles,6037
25-0001314,CA,Los Angeles,6037
25-0001315,CA,Santa Barbara,6083
25-0001316,CA,San Diego,6073
25-0001317,CA,Los Angeles,6037
25-0001318,CA,Riverside,6065
25-0001319,CA,San Luis Obispo,6079
25-0001320,CA,Ventura,6111
25-0001321,CA,Los Angeles,6037
25-0001322,CA,Los Angeles,6037
25-0001323,CA,San Francisco,6075
25-0001324,CA,Los Angeles,6037
25-0001325,CA,Riverside,6065
25-0001326,CA,San Diego,6073
25-0001327,CA,Los Angeles,6037
25-0001328,CA,Los Angeles,6037
25-0001329,CA,Sonoma,6097
25-0001330,CA,Los Angeles,6037
25-0001331,CA,Los Angeles,6037
25-0001332,CA,Imperial,6025
25-0001333,CA,Orange,6059
25-0001334,CA,Orange,6059
25-0001335,CA,San Bernardino,6071
25-0001336,CA,Ventura,6111
25-0001337,CA,Los Angeles,6037
25-0001338,CA,Riverside,6065
25-0001339,CA,San Bernardino,6071
25-0001340,CA,Los Angeles,6037
25-0001341,CA,San Bernardino,6071
25-0001342,CA,Orange,6059
25-0001343,CA,El Dorado,6017
25-0001344,CA,San Bernardino,6071
25-0001345,CA,Monterey,6053
25-0001346,CA,Mariposa,6043
25-0001347,CA,San Diego,6073
25-0001348,CA,Los Angeles,6037
25-0001349,CA,Los Angeles,6037
25-0001350,CA,Riverside,6065
25-0001351,CA,Shasta,6089
25-0001352,CA,Los Angeles,6037
25-0001353,CA,Los Angeles,6037
25-0001354,CA,Sacramento,6067
25-0001355,CA,Orange,6059
25-0001356,CA,Los Angeles,6037
25-0001357,CA,Los Angeles,6037
25-0001358,CA,Los Angeles,6037
25-0001359,CA,Los Angeles,6037
25-0001360,CA,San Diego,6073
25-0001361,CA,Tulare,6107
25-0001362,CA,Los Angeles,6037
25-0001363,CA,San Bernardino,6071
25-0001364,CA,Los Angeles,6037
25-0001365,CA,Los Angeles,6037
25-0001366,CA,Sonoma,6097
25-0001367,CA,Tulare,6107
25-0001368,CA,San Bernardino,6071
25-0001369,CA,Riverside,6065
25-0001370,CA,Sutter,6101
25-0001371,CA,Inyo,6027
25-0001372,CA,Monterey,6053
25-0001373,CA,Sacramento,6067
25-0001374,CA,Yuba,6115
25-0001375,CA,Riverside,6065
25-0001376,CA,San Bernardino,6071
25-0001377,CA,Riverside,6065
25-0001378,CA,San Bernardino,6071
25-0001379,CA,Santa Cruz,6087
25-0001380,CA,Los Angeles,6037
25-0001381,CA,Humboldt,6023
25-0001382,CA,Los Angeles,6037
25-0001383,CA,Los Angeles,6037
25-0001384,CA,Los Angeles,6037
25-0001385,CA,Riverside,6065
25-0001386,CA,Alameda,6001
25-0001387,CA,Los Angeles,6037
25-0001388,CA,San Bernardino,6071
25-0001389,CA,Riverside,6065
25-0001390,CA,Stanislaus,6099
25-0001391,CA,Riverside,6065
25-0001392,CA,Los Angeles,6037
25-0001393,CA,Yolo,6113
25-0001394,CA,Placer,6061
25-0001395,CA,San Mateo,6081
25-0001396,CA,San Bernardino,6071
25-0001397,CA,Los Angeles,6037
25-0001398,CA,San Diego,6073
25-0001399,CA,Sacramento,6067
25-0001400,CA,Los Angeles,6037
25-0001401,CA,San Bernardino,6071
25-0001402,CA,Los Angeles,6037
25-0001403,CA,Los Angeles,6037
25-0001404,CA,Los Angeles,6037
25-0001405,CA,San Diego,6073
25-0001406,CA,Los Angeles,6037
25-0001407,CA,San Luis Obispo,6079
25-0001408,CA,Los Angeles,6037
25-0001409,CA,Butte,6007
25-0001410,CA,Orange,6059
25-0001411,CA,Los Angeles,6037
25-0001412,CA,Los Angeles,6037
25-0001413,CA,San Joaquin,6077
25-0001414,CA,Los Angeles,6037
25-0001415,CA,Orange,6059
25-0001416,CA,Los Angeles,6037
25-0001417,CA,Orange,6059
25-0001418,CA,Los Angeles,6037
25-0001419,CA,Sacramento,6067
25-0001420,CA,Orange,6059
25-0001421,CA,Humboldt,6023
25-0001422,CA,San Bernardino,6071
25-0001423,CA,Orange,6059
25-0001424,CA,Los Angeles,6037
25-0001425,CA,San Diego,6073
25-0001426,CA,Santa Cruz,6087
25-0001427,CA,Kern,6029
25-0001428,CA,San Francisco,6075
25-0001429,CA,Santa Barbara,6083
25-0001430,CA,Riverside,6065
25-0001431,CA,Butte,6007
25-0001432,CA,Orange,6059
25-0001433,CA,Los Angeles,6037
25-0001434,CA,Alameda,6001
25-0001435,CA,Los Angeles,6037
25-0001436,CA,Kern,6029
25-0001437,CA,Los Angeles,6037
25-0001438,CA,San Bernardino,6071
25-0001439,CA,Riverside,6065
25-0001440,CA,Shasta,6089
25-0001441,CA,San Diego,6073
25-0001442,CA,San Francisco,6075
25-0001443,CA,El Dorado,6017
25-0001444,CA,Riverside,6065
25-0001445,CA,Sacramento,6067
25-0001446,CA,Los Angeles,6037
25-0001447,CA,Los Angeles,6037
25-0001448,CA,San Bernardino,6071
25-0001449,CA,Los Angeles,6037
25-0001450,CA,Los Angeles,6037
25-0001451,CA,Tulare,6107
25-0001452,CA,San Diego,6073
25-0001453,CA,Stanislaus,6099
25-0001454,CA,San Bernardino,6071
25-0001455,CA,Los Angeles,6037
25-0001456,CA,Alameda,6001
25-0001457,CA,Riverside,6065
25-0001458,CA,Los Angeles,6037
25-0001459,CA,Los Angeles,6037
25-0001460,CA,Orange,6059
25-0001461,CA,Los Angeles,6037
25-0001462,CA,Sacramento,6067
25-0001463,CA,San Diego,6073
25-0001464,CA,Los Angeles,6037
25-0001465,CA,Los Angeles,6037
